text,category,priority,text_fr
complaint regarding dispute dated dispute purchase plane ticket valued dollar dated dispute record number claim creditor included complaint record first email exchange customer service second email exchange customer service email exchange department transportation second claim letter creditor department transportation original mandate justifies claim full refund argued original claim canceled flight due complication initially tried offer voucher form reimbursement replied due full refund refund mandatory per department transportation enforcement notice requested account information transfer refund promptly cut communication reply email originally opening dispute creditor argued refund term fulfilled owed refund claimed merchant refund cancelation policy therefore owed anything completely ignores dot enforcement included dispute claim also failed respond dot complaint within required window time indicating intention interacting good faith merchant furthermore creditor obligated credit a,admin_error,medium,plainte concernant un litige daté d'un litige achat d'un billet d'avion d'une valeur en dollars daté numéro d'enregistrement du litige créancier inclus enregistrement de la plainte premier échange d'e-mails service client deuxième échange d'e-mails service client échange d'e-mails département transport deuxième lettre de réclamation créancier département transport mandat original justifie la réclamation remboursement complet argumenté réclamation originale annulée vol dû complication initialement essayé offre bon de remboursement formulaire de remboursement répondu dû remboursement complet obligatoire par département avis d'exécution du transport demandé compte informations transfert remboursement rapidement coupé communication réponse e-mail d'ouverture initiale litige créancier argumenté terme de remboursement rempli remboursement dû remboursement réclamé remboursement du commerçant politique d'annulation donc dû tout ce qui est complètement ignoré point application inclus la réclamation en litige a également échoué à répondre à la plainte dans les délais requis indiquant l'intention d'interagir avec le commerçant de bonne foi et le créancier obligé de crédit a
letter dated stated following reason decision close account fico score provided recent payment made returned unpaid financial institution based credit report past due creditor assessment total revolving balance credit card indicated consumer credit report post receipt letter provided notified victim identity theft resulted following reported information adversely affected fraudulent incorrect fico score payment history creditor total revolving balance indicated consumer report regard payment returned payment referenced returned due security closure checking saving account done protect adverse consequence fraud experienced federal regulation card member agreement state limit liability fraudulent transaction resulting identity theft taking adverse action fully informed victim identity theft fraudulent information reflected credit report result followed provided instruction provided submitted countless requested document proving status victim never missed payment correct account listed co,admin_error,high,lettre datée du motif suivant décision de fermeture du compte score fico fourni paiement récent effectué retourné impayé rapport de crédit basé sur l'institution financière en souffrance évaluation du créancier solde renouvelable total carte de crédit indiqué rapport de crédit à la consommation après réception lettre fournie notifié victime vol d'identité résultant des informations rapportées affecté frauduleux incorrect score fico historique de paiement créditeur total renouvelable solde indiqué rapport du consommateur concernant le paiement retourné paiement référencé retour dû sécurité fermeture chèque compte d'épargne fait protéger conséquence défavorable fraude expérimenté réglementation fédérale accord de membre de la carte limite de responsabilité de l'état transaction frauduleuse résultant vol d'identité prendre des mesures défavorables victime pleinement informée vol d'identité informations frauduleuses reflétées rapport de crédit résultat suivi fourni instruction fournie soumis d'innombrables documents demandés prouvant le statut la victime n'a jamais manqué le paiement compte correct répertorié co
disputed two transaction totaling credit card account ending processed website transaction question coded bank america provided statement follows creditor bank america failed acknowledge dispute kept sending unable process inquiry letter despite fact timely disputed transaction within day prescribed fair credit billing act repeatedly asked creditor bank america contact merchant website provide documentary evidence charge creditor bank america failed timely manner either give temporary credit provide documentary evidence verify charge card required fair credit billing act code correction billing error appears creditor bank america either negligently intentionally allowed expire timeframe request supporting documentation merchant bank america failed contact merchant attempting resolve dispute within timeframe writing provided communication received merchant indicative merchant position concerning charge dispute federal law fair credit billing act provides remedy consumer outlined section,admin_error,medium,contesté deux transactions totalisant la fin du compte de carte de crédit traité site Web transaction question codée Bank America a fourni la déclaration suit le créancier Bank America a échoué à reconnaître le litige a continué à envoyer incapable de traiter la lettre d'enquête malgré le fait en temps opportun transaction contestée dans la journée prescrite loi sur la facturation du crédit équitable a demandé à plusieurs reprises au créancier Bank America contacter le site Web du marchand fournir des preuves documentaires charge créancier Bank America a échoué en temps opportun soit donner un crédit temporaire fournir des preuves documentaires vérifier la carte de crédit requise loi sur la facturation du crédit équitable code correction erreur de facturation apparaît créancier Bank America soit par négligence intentionnellement autorisé expirer le délai demande de documentation justificative banque marchand L'Amérique n'a pas contacté le commerçant pour tenter de résoudre le litige dans les délais écrits à condition que la communication ait été reçue par le commerçant. Position indicative du commerçant concernant le litige concernant les frais. La loi fédérale sur la facturation du crédit équitable fournit un remède à la section décrite par le consommateur.
already disputed illegitimacy debt credit bureau successfully twice first successful dispute credence resource management passed account company called summer another successful dispute credence resource management back contacting trying collect amount owe account settled billing cancelation included multiple duplicate charge fraudulent explained credence resource management receivables performance credit bureau credence resource management say pay amount owe consider account closed report third time two successful dispute credence resource management say pay within day go back reporting illegitimate debt credit agency despite two successful dispute,admin_error,medium,déjà contesté illégitimité dette crédit bureau avec succès à deux reprises premier litige réussi gestion des ressources de crédibilité passé compte société appelée été un autre litige réussi gestion des ressources de crédibilité retour contact essayer de collecter le montant dû compte réglé facturation annulation inclus plusieurs frais en double frauduleux expliqué gestion des ressources de crédibilité performances des créances bureau de crédit gestion des ressources de crédibilité dire le montant du paiement doit considérer le compte fermé rapport troisième fois deux litige réussi gestion des ressources de crédibilité dire payer dans la journée revenir en arrière rapport sur la dette illégitime agence de crédit malgré deux litiges réussis
disputed two transaction totaling credit card account ending processed website creditor bank america failed acknowledge dispute kept sending unable process inquiry letter despite fact timely disputed transaction within day prescribed fair credit billing act repeatedly asked creditor bank america contact merchant website provide documentary evidence charge creditor bank america failed timely manner either give temporary credit provide documentary evidence verify charge card required fair credit billing act code correction billing error appears creditor bank america either negligently intentionally allowed expire timeframe request supporting documentation merchant bank america failed contact merchant attempting resolve dispute within timeframe writing provided communication received merchant indicative merchant position concerning charge dispute federal law fair credit billing act provides remedy consumer outlined section e follows effect noncompliance requirement creditor creditor fails,admin_error,medium,contesté deux transactions totalisant la fin du compte de carte de crédit traité site Web créancier Bank America a échoué à reconnaître le différend a continué à envoyer incapable de traiter la lettre de demande de renseignements malgré le fait en temps opportun transaction contestée dans la journée prescrite loi sur la facturation du crédit équitable a demandé à plusieurs reprises au créancier Bank America contacter le site Web du marchand fournir des preuves documentaires charge créancier Bank America a échoué en temps opportun soit donner un crédit temporaire fournir des preuves documentaires vérifier la carte de crédit requise loi sur la facturation du crédit équitable code correction erreur de facturation apparaît créancier Bank America soit par négligence intentionnellement autorisé expirer le délai demande de documentation justificative marchand Bank America a échoué à contacter le marchand tentant de résoudre le litige dans délai écrit fourni communication reçue commerçant indicatif position du commerçant concernant le litige de charge loi fédérale loi sur la facturation du crédit équitable fournit un remède consommateur décrit la section e suit l'effet non-conformité exigence créancier le créancier échoue
purchased computer affiliate company former employer name payment computer made via payroll deduction computer paid full prior resignation former employer fact ensure outstanding balance owed prior departure outstanding balance computer deducted final paycheck reported debt collection agency name dyck outstanding balance false made attempt speak someone billing error avail also disputed charge collection agency avail error reported must deleted,admin_error,medium,acheté ordinateur société affiliée nom de l'ancien employeur paiement ordinateur effectué via retenue sur salaire ordinateur payé intégralement avant démission ancien employeur fait assurer le solde impayé dû avant le départ solde impayé ordinateur déduit chèque de paie final déclaré nom de l'agence de recouvrement de créances dyck solde impayé faux fait tentative parler à quelqu'un erreur de facturation prévaloir également contesté agence de recouvrement des charges prévaloir erreur signalée doit être supprimé
used chase card service book condo received email merchant reservation canceled offering credit future purchase still going place stay credit work trying contact merchant call back tried calling chase dispute charge called several day due covid wait time hour time called unsure went online dispute charge drop selection chose selected receive merchandise asked date supposed receive merchandise woukd allow e continue date future disputing merchant canceled reservation therefore would allow continue confused went back selected next best option canceled service comment section went specific detail explained merchant canceled reservation received letter stating chase considered charge valid confused called chase get answer representative told selected specific drop box claim automatically denied said fax writing asking chase refund open claim explain explained stated could see comment wrote faxed chase detailed information including email merchant call log proving merchant one canceled rese,admin_error,high,"utilisé carte de chasse service livre condo reçu e-mail réservation du marchand annulé offrant crédit achat futur toujours en cours lieu séjour crédit travail essayer contacter le commerçant rappeler essayé d'appeler poursuite litige charge appelée plusieurs jours en raison du temps d'attente covid heure heure appelé incertain allé en ligne litige charge baisse sélection choisi sélectionné recevoir la marchandise demandée date supposée recevoir la marchandise permettrait e continuer la date future contestant le commerçant annulé la réservation permettrait donc de continuer confus retourné sélectionné la meilleure option suivante service annulé section de commentaire est allé détail spécifique expliqué marchand annulé réservation reçu lettre indiquant poursuite considérée charge valide confus appelé chasse obtenir réponse représentant dit sélectionné spécifique boîte de dépôt réclamation automatiquement refusé ledit fax écrit demandant le remboursement de la poursuite réclamation ouverte expliquer expliqué déclaré pouvoir voir le commentaire écrit faxé des informations détaillées, y compris l'e-mail du journal des appels du commerçant prouvant que le commerçant a annulé sa recherche"
writing dispute series billing error capital one credit card account unfortunately become aware recurring charge year point immediately called capital one dispute charge since increasing amounting total charge service never subscribed listed soon became aware charge called capital one told never service card deactivated longer able use checked line expected credit shocked see another charge posted called capital one told vendor disputed dispute despite fact reason card deactivated prevent charge would provide information could happen tell vendor right continue charging deactivated card although could previously attempted reach two different occasion hold almost hour time without reaching anyone could help also attempted contact via dispute process account via email account indicates subscription also dead end fact remains subscribe tv service paying one unused since called capital one two occasion complained website received response looking someone would get back one confirm subscript,admin_error,critical,"écriture litige série erreur de facturation capital un compte de carte de crédit malheureusement prendre conscience des frais récurrents point de l'année immédiatement appelé capital un litige frais depuis le montant croissant total charge service jamais souscrit répertorié bientôt devenu conscient charge appelé capital on dit jamais service carte désactivée plus en mesure d'utiliser la ligne vérifiée crédit attendu choqué voir une autre charge affichée appelée capital on a dit au vendeur litige contesté malgré la raison de la carte désactivée empêcher la charge fournirait des informations pourrait arriver dire au vendeur le droit de continuer à facturer la carte désactivée bien qu'il ait déjà tenté d'atteindre deux occasions différentes tenir presque une heure sans atteindre personne pourrait également aider tenté de contact via litige traiter le compte via le compte de messagerie indique que l'abonnement est également dans une impasse, le fait reste souscrit au service de télévision payant un inutilisé depuis le capital appelé un à deux occasions le site Web s'est plaint a reçu une réponse cherchant à ce que quelqu'un récupère un indice de confirmation"
would like file complaint chase cardmember service regarding mishandling valid dispute issue auto repair shop properly repair vehicle caused damage returned vehicle four time course one month time unrepaired finally took another repair shop fixed correctly stated writing prior shop installed part incorrectly causing damage disputed charge made chase card posted amount initiated original dispute chase chase never contacted discus dispute sent letter dated stating considered charge valid sent detailed documentation fax claimed received also contacted phone early got response review requested dispute sent detailed documentation fax chase responded letter dated still considered charge valid billing error never claimed billing claim merchant complete service paid quality workmanship completely unacceptable fact caused damage addition great deal inconvenience extra expense without vehicle month good faith expected chase advocate job,admin_error,high,aimerait déposer une plainte Chase titulaire de la carte service concernant une mauvaise gestion litige valide problème atelier de réparation automobile réparer correctement le véhicule causé dommages retournés véhicule quatre fois cours un mois temps non réparé a finalement pris un autre atelier de réparation réparé correctement déclaré écriture magasin précédent pièce installée de manière incorrecte causant des dommages contesté frais effectués carte de poursuite montant affiché litige original poursuite poursuite jamais contacté discus litige envoyé lettre datée indiquant la charge considérée valide envoyé documentation détaillée fax réclamé reçu également contacté téléphone réponse précoce examen demandé litige envoyé documentation détaillée fax Chase a répondu lettre datée toujours considérée comme charge valide erreur de facturation jamais réclamée réclamation de facturation marchand service complet payé qualité de fabrication fait complètement inacceptable fait causé des dommages plus beaucoup d'inconvénients dépense supplémentaire sans véhicule mois bonne foi attendu travail d'avocat de poursuite
convergent outsourcing placed derogatory mark credit report attempting collect debt valid behalf document attached show began communicate regarding incorrect statement made securing business incorrect billing began immediately thereafter remainder business early continued contact swapped rep rep put hold told would called back without response documented another call attempted reach resolution regarding billing left waiting call manager reach resolution time offering give credit pushed bill corrected never would adjust actual bill believe owe monies,admin_error,critical,externalisation convergente placé une marque désobligeante rapport de crédit tenter de recouvrer la dette pour un compte valide document joint montrer a commencé à communiquer concernant une déclaration incorrecte faite sécuriser l'entreprise la facturation incorrecte a commencé immédiatement après le reste des affaires au début du contact continu le représentant échangé le représentant a mis en attente a dit qu'il rappellerait sans réponse documenté un autre appel a tenté de parvenir à une résolution concernant la facturation laissé en attente le gestionnaire d'appel atteint le temps de résolution offrant donner du crédit poussé facture corrigée n'ajusterait jamais la facture réelle pense devoir de l'argent
purchased ski equipment rental reserved equipment ski co closed ski resort public secondary covid canceled ski trip secondary government restriction attempted get refund merchant directly without success filed dispute credit card amount case number contacted capital one update dispute told recorded line merchant responded dispute called established federal government told merchant responded dispute consider dispute closed today day filing dispute amount contacted capital one regard provided reason customer service able confirm merchant responded dispute reviewing dispute department note instructed would need submit request writing charge reversed according dispute policy merchant respond within day case considered closed day since dispute filed second merchant communicates directly credit card company supposed provide evidence respond recorded conversation customer service department lastly confirmed capital one separate occasion response received merchant case closed day dispute filed,admin_error,medium,location de matériel de ski acheté équipement réservé ski co station de ski fermée publique secondaire covid annulé voyage de ski voyage de ski secondaire restriction du gouvernement tenté d'obtenir le remboursement du commerçant directement sans succès déposé un litige montant de la carte de crédit numéro de cas contacté capital une mise à jour litige dit ligne enregistrée le commerçant a répondu différend appelé gouvernement fédéral établi a dit au commerçant a répondu litige considérer litige fermé aujourd'hui jour dépôt montant du litige contacté capital un regard fourni raison le service client en mesure de confirmer le commerçant a répondu litige examen litige département note instruit aurait besoin de soumettre la demande d'écriture frais annulés selon la politique de litige le commerçant répond dans la journée cas considéré comme fermé depuis le litige déposé le deuxième commerçant communique directement la société de carte de crédit supposée fournir preuve répondre conversation enregistrée service client enfin confirmé capital une occasion distincte réponse reçue dossier du commerçant à huis clos litige déposé
called experian response credit freeze letter letter incorrectly identified credit frozen called ivr tried almost minute get human discus letter could finally went online found phone number small business service got human minute explained letter incorrect freeze credit experian consumer ivr must unfriendly unhelpful ivr ever used terrible actually wasted time consumer confused deliberately ended send letter go online wo use experian online service trial period start charging need use online service year something completely unfair wrong charge customer use online application resolve problem experian created first place especially since ivr drive use online tool experian charge use online tool month using,admin_error,high,appelé réponse experian lettre de gel du crédit lettre incorrectement identifié crédit gelé appelé ivr essayé presque minute obtenir un discus humain la lettre pourrait finalement être mise en ligne numéro de téléphone trouvé service pour petites entreprises obtenu minute humaine lettre expliquée gel incorrect crédit consommateur experian ivr doit être hostile inutile ivr jamais utilisé terrible en fait perdu du temps consommateur confus délibérément terminé envoyer la lettre aller en ligne n'utilise pas le service en ligne experian période d'essai commencer à facturer besoin d'utiliser l'année de service en ligne quelque chose de complètement injuste mauvaise charge utilisation du client application en ligne résoudre le problème experian créé en premier lieu surtout depuis l'utilisation du lecteur ivr en ligne outil frais d'expérience utiliser l'outil en ligne mois en utilisant
made several game purchase using credit card learned recently game hacked also noticed several duplicate charge credit card reached game provider app store refund requested credit card dispute transaction disputed fraction transaction whereas transaction duplicate charge go way back,admin_error,medium,effectué plusieurs achats de jeux en utilisant une carte de crédit appris récemment jeu piraté a également remarqué plusieurs frais en double carte de crédit atteint fournisseur de jeu magasin d'applications remboursement demandé transaction de litige de carte de crédit transaction de fraction contestée alors que les frais en double de transaction remontent loin
